duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502935,0.009785,0,0,1,1,0.02,0.05,0,1,0.019608,0.02,0.05,0,0,0,0,1,1,anomaly
0,tcp,http,SF,0.000868,0.006177,0,0,0,0.019802,0,1,0.001256,0,0,0,0,0,0,0,0,0,0.007828,0.039139,0,0,0,0,1,0,0.15,1,0.996078,1,0.01,0,0,0,0,0.07,0.07,anomaly
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268102,0.035225,0,0,1,1,0.13,0.07,0,1,0.070588,0.07,0.06,0,0,0,0,1,1,anomaly
0,tcp,telnet,SF,0.000002,0.000129,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,1,1,1,0,0,0,0.01,0.01,0.02,0.02,anomaly
0,tcp,http,SF,0.000003,0.000568,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.019569,0.019569,0,0,0,0,1,0,0,0.419608,1,1,0,0.01,0.05,0,0,0,0,normal
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252446,0.033268,1,1,0,0,0.13,0.06,0,1,0.066667,0.07,0.06,0,0,1,1,0,0,anomaly
0,tcp,http,SF,0.000004,0.002304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.019569,0.019569,0,0,0,0,1,0,0,0.721569,1,1,0,0.01,0.01,0,0,0,0,normal
0,tcp,pop_3,RSTO,0,0.000027,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005871,0.009785,0,0,1,1,0.33,1,1,1,0.105882,0.11,0.03,0,0,0,0,0.36,0.96,anomaly
0,tcp,http,SF,0.000005,0.000557,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005871,0.005871,0,0,0,0,1,0,0,0.031373,0.494118,1,0,0.12,0.04,0,0,0,0,normal
0,udp,domain_u,SF,0.000001,0.000033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238748,0.238748,0,0,0,0,1,0,0,1,0.890196,0.89,0.01,0,0,0,0,0,0,normal
0,tcp,http,SF,0.000005,0.001135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003914,0.035225,0,0,0,0,1,0,0.17,1,1,1,0,0,0,0,0,0,0,normal
0.000069,tcp,pop_3,SF,0,0.000069,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.92549,0.93,0.01,0,0,0,0,0.04,0,anomaly
0.000069,tcp,pop_3,SF,0.000001,0.000069,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.956863,0.96,0.02,0,0,0,0,0.02,0,anomaly
0,tcp,http,SF,0.000004,0.006052,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005871,0.005871,0,0,0,0,1,0,0,0.231373,1,1,0,0.02,0.05,0,0,0,0,normal
0,udp,private,SF,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217221,0.001957,0,0,0,0,0.01,0.64,0,1,0.003922,0,0.82,1,0,0,0,0,0,anomaly
0.000069,tcp,pop_3,SF,0.000001,0.000069,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.105882,0.109804,1,0,0.04,0.07,0,0,0,0,anomaly
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244618,0.037182,0,0,1,1,0.15,0.06,0,1,0.07451,0.07,0.06,0,0,0,0,1,1,anomaly
0,tcp,http,SF,0.000003,0.000785,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005871,0.005871,0,0,0,0,1,0,0,0.011765,1,1,0,0.33,0.05,0,0,0,0,normal
0,tcp,smtp,SF,0.000017,0.000288,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.003914,0,0,0,0,1,0,1,0.533333,0.360784,0.4,0.04,0.01,0.02,0,0,0,0,normal
0,tcp,http,SF,0.000025,0.004206,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.146771,0.146771,0,0,0,0,1,0,0,0.784314,1,1,0,0,0.01,0,0,0,0,normal
0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154599,0.154599,1,1,0,0,1,0,0,1,1,1,0,0,0,0.38,0.38,0.62,0.62,anomaly
0,udp,private,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221135,0.009785,0,0,0,0,0.04,0.87,0,1,0.019608,0.02,0.97,1,0,0,0,0,0,normal
0,udp,domain_u,SF,0.000001,0.000033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544031,0.544031,0,0,0,0,1,0,0,0.803922,0.713725,0.89,0.01,0.53,0,0,0,0,0,normal
0,udp,domain_u,SF,0.000001,0.000031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168297,0.324853,0,0,0,0,1,0,0.01,1,0.988235,0.99,0.01,0.01,0,0,0,0,0,normal
0,udp,domain_u,SF,0.000001,0.000098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150685,0.307241,0,0,0,0,1,0,0.01,1,1,1,0,0,0,0,0,0,0,normal
0,tcp,ftp,SF,0,0.000117,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1,0.001957,0.001957,0,0,0,0,1,0,0,0.960784,0.486275,0.51,0.02,0,0,0,0,0,0,anomaly
0,icmp,eco_i,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.003922,0.054902,1,0,1,1,0,0,0,0,anomaly
0,tcp,http,SF,0.000005,0.005144,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007828,0.007828,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,normal
0.000052,tcp,pop_3,SF,0.000001,0.000069,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.92549,0.93,0.01,0,0,0,0,0.04,0,anomaly
0,tcp,telnet,SF,0.000002,0.000129,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.996078,1,0.01,0,0,0.02,0.02,0.02,0.02,anomaly
0,tcp,http,SF,0.000003,0.006837,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,0.05098,1,1,0,0.08,0.03,0,0,0,0,normal
0,tcp,http,SF,0.000005,0.000212,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.027397,0.066536,0,0.59,0,0,1,0,0.06,1,1,1,0,0,0,0,0,0,0,normal
0,tcp,http,SF,0.000004,0.000715,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.023483,0,0,0,0,1,0,0.17,1,1,1,0,0,0,0,0,0,0,normal
0,tcp,imap4,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.011742,1,1,0,0,1,0,1,0.086275,0.337255,0.36,0.14,0.05,0.03,1,1,0,0,anomaly
0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238748,0.238748,1,1,0,0,1,0,0,0.764706,0.513725,0.67,0.09,0.01,0,0.63,0.93,0.03,0,anomaly
0,tcp,ftp_data,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.807843,0.184314,0.23,0.04,0.23,0,0,0,0,0,anomaly
0.004903,tcp,ftp,SF,0.000003,0.000445,0,0,0,0.019802,0,1,0,0,0,0,0,0,0,0,0,1,0.001957,0.001957,0,0,0,0,1,0,0,1,0.376471,0.38,0.03,0,0,0.02,0,0.01,0,anomaly
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360078,0.005871,1,1,0,0,0.02,0.09,0,1,0.011765,0.01,0.09,0,0,1,1,0,0,anomaly
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432485,0.033268,0,0,1,1,0.08,0.07,0,1,0.066667,0.07,0.07,0,0,0,0,1,1,anomaly
0.000017,tcp,smtp,SF,0.00001,0.00021,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0,0,0,0.001957,0.005871,0,0,0,0,1,0,1,0.07451,0.603922,0.53,0.11,0.05,0.01,0,0,0,0.02,normal
0,tcp,gopher,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469667,0.039139,0,0,1,1,0.08,0.07,0,1,0.078431,0.08,0.07,0,0,0,0,1,1,anomaly
0,tcp,http,SF,0.000005,0.001358,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.009785,0.011742,0,0,0,0,1,0,0.33,0.023529,0.627451,1,0,0.17,0.03,0,0,0,0,normal
0,tcp,http,SF,0.000005,0.000695,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.029354,0.029354,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,normal
0,tcp,gopher,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434442,0.027397,0,0,1,1,0.06,0.06,0,1,0.054902,0.05,0.06,0,0,0,0,1,1,anomaly
0,udp,domain_u,SF,0.000001,0.000031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021526,0.033268,0,0,0,0,1,0,0.18,1,1,1,0,0,0,0,0,0,0,normal
0,udp,private,SF,0.000001,0.000036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,1,1,1,0,0.01,0,0,0,0,0,anomaly
0,tcp,http,SF,0.000005,0.000233,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.029354,0.029354,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,normal
0.000052,tcp,pop_3,SF,0.000001,0.000069,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.45098,0.392157,0.86,0.03,0.01,0.02,0,0,0.09,0,anomaly
0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,1,1,1,0,0,0.478431,0.078431,0.16,0.06,0.01,0,0,0,0.11,0.7,anomaly
0,tcp,http,SF,0.000004,0.010643,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.011765,1,1,0,0.33,0.04,0,0,0,0,normal
0,udp,private,SF,0.000002,0.000108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007828,0.007828,0,0,0,0,1,0,0,0.313725,0.309804,0.99,0.03,0.03,0,0,0,0,0,normal
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399217,0.015656,0,0,1,1,0.04,0.06,0,1,0.031373,0.03,0.07,0,0,0,0,1,1,anomaly
0,tcp,domain,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320939,0.021526,1,1,0,0,0.07,0.1,0,1,0.043137,0.04,0.1,0,0,1,1,0,0,anomaly
0,tcp,http,SF,0.000003,0.002237,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.462745,0.46,0.26,0,0,0.01,0.01,0.49,0.01,normal
0.000087,tcp,pop_3,SF,0,0.000069,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.729412,0.654902,0.9,0.02,0.01,0,0,0,0.05,0,anomaly
0,tcp,http,SF,0.000004,0.006373,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.062745,0.984314,1,0,0.06,0.04,0,0,0,0,normal
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277886,0.007828,1,1,0,0,0.03,0.11,0,1,0.015686,0.02,0.09,0,0,1,1,0,0,anomaly
0.000069,tcp,pop_3,SF,0.000001,0.000069,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.686275,0.69,0.02,0,0,0,0,0.11,0,anomaly
0.000069,tcp,pop_3,SF,0,0.000069,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.886275,0.89,0.02,0,0,0,0,0.02,0,anomaly
0.004384,tcp,telnet,SF,0.000028,0.002375,0,0,0,0.029703,0,1,0.002513,1,0,0,0.01,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.984314,0.094118,0.1,0.02,0,0,0,0.04,0,0.04,anomaly
0.000104,tcp,pop_3,SF,0,0.000069,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003914,0.001957,0,0,0,0,0.5,1,0,1,0.984314,0.98,0.01,0,0,0,0,0,0,anomaly
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868885,0.001957,0.05,0,0.92,1,0,1,0,1,0.003922,0,1,0,0,0.03,0,0.94,1,anomaly
0,tcp,imap4,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005871,0.005871,0,0,0.67,1,0.33,0.67,1,1,0.172549,0.17,0.06,0,0,0,0,0.35,1,anomaly
0,tcp,http,SF,0.000004,0.00023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.019569,0.019569,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,normal
0,tcp,ftp_data,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127202,0.021526,0,0,1,1,0.17,0.06,0,1,0.207843,0.21,0.11,0.02,0,0,0,0.99,1,anomaly
0,tcp,sunrpc,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.003914,0,0,1,1,1,0,1,0.313725,0.192157,0.14,0.06,0.01,0.04,0.03,0,0.84,1,anomaly
0,tcp,http,SF,0.000003,0.007778,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.027397,0.027397,0,0,0,0,1,0,0,0.054902,1,1,0,0.07,0.05,0,0,0,0,normal
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21135,0.027397,1,1,0,0,0.13,0.06,0,1,0.054902,0.05,0.05,0,0,1,1,0,0,anomaly
0,tcp,ftp,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587084,0.039139,0,0,1,1,0.07,0.06,0,1,0.078431,0.08,0.07,0,0,0,0,1,1,anomaly
0,udp,private,SF,0.000001,0.000042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0.94,0,0,0,0,0,normal
0,tcp,finger,SF,0,0.000163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.47451,0.015686,0.02,0.04,0.01,0.5,0,0,0,0,normal
0.000017,tcp,smtp,SF,0.000012,0.000243,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.007828,0,0,0,0,1,0,1,0.615686,0.380392,0.46,0.11,0.01,0.02,0.01,0,0,0,normal
0,tcp,http,SF,0.000005,0.000938,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.035225,0.04501,0,0,0,0,1,0,0.13,0.282353,1,1,0,0.01,0.06,0,0,0,0,normal
0.004851,tcp,ftp_data,SF,0.004514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.003922,0.003922,1,0,1,0,0,0,0,0,anomaly
0,tcp,telnet,S3,0,0.000033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.001957,0.5,1,0.5,0,0.5,1,0,1,0.52549,0.53,0.44,0,0,0.42,0.79,0.43,0.01,anomaly
0.000035,tcp,imap4,RSTO,0,0.000033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.011742,0,0,1,1,0.5,1,1,0.305882,0.235294,0.26,0.06,0.01,0.03,0,0,0.91,0.97,anomaly
0,udp,private,SF,0.000001,0.000032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007828,0.007828,0,0,0,0,1,0,0,1,1,1,0,0.01,0,0,0,0,0,anomaly
0,udp,private,SF,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005871,0.005871,0,0,0,0,1,0,0,1,0.996078,1,0.01,0.01,0,0,0,0,0,anomaly
0,tcp,http,SF,0.000004,0.000444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.231373,1,1,0,0.02,0.02,0,0,0,0,normal
0.002356,tcp,http,S2,0.000003,0.001447,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,1,1,0,0,1,0,0,1,0.941176,0.94,0.01,0,0,0.01,0.01,0,0,normal
0.004903,tcp,ftp,SF,0.000003,0.000447,0,0,0,0.019802,0,1,0,0,0,0,0,0,0,0,0,1,0.001957,0.001957,0,0,0,0,1,0,0,1,0.180392,0.18,0.03,0,0,0.2,0,0.02,0,anomaly
0,tcp,http,SF,0.000004,0.000574,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.02544,0.02544,0,0,0,0,1,0,0,0.05098,0.968627,1,0,0.08,0.02,0,0,0,0,normal
0,tcp,http,SF,0.000003,0.000575,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.033268,0.07045,0,0,0,0,1,0,0.06,1,1,1,0,0,0,0,0,0,0,normal
0,udp,private,SF,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009785,0.009785,0,0,0,0,1,0,0,1,1,1,0,0.01,0,0,0,0,0,anomaly
0,tcp,finger,SF,0,0.000207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.733333,0.039216,0.05,0.02,0.01,0.2,0,0,0,0,normal
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297456,0.039139,1,1,0,0,0.13,0.07,0,1,0.078431,0.08,0.07,0,0,1,1,0,0,anomaly
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260274,0.019569,1,1,0,0,0.08,0.06,0,1,0.039216,0.04,0.06,0,0,1,1,0,0,anomaly
0,tcp,http,SF,0.000005,0.002181,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.015656,0.015656,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,normal
0,tcp,mtp,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363992,0.007828,0.8,0.5,0.2,0.5,0.02,0.08,0,1,0.015686,0.02,0.07,0,0,0.82,0.5,0.18,0.5,anomaly
0,tcp,http,SF,0.000005,0.006408,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.041096,0.041096,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,normal
0,tcp,telnet,SF,0.000002,0.000129,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.301961,0.3,0.02,0,0,0,0,0.01,0.04,anomaly
0,tcp,http,SF,0.000003,0.000469,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.037182,0.103718,0,0,0,0,1,0,0.06,1,1,1,0,0,0,0,0,0,0,normal
0,udp,domain_u,SF,0.000001,0.000056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403131,0.403131,0,0,0,0,1,0,0,1,1,1,0,0.01,0,0,0,0,0,normal
0,tcp,http,SF,0.000005,0.006898,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.033268,0.033268,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,normal
0,icmp,ecr_i,SF,0.000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379648,0.379648,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,anomaly
0,udp,domain_u,SF,0.000001,0.000034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07045,0.21135,0,0,0,0,1,0,0.02,1,1,1,0,0.01,0,0,0,0,0,normal
0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996086,0.001957,0,0,1,1,0,0.97,0,1,0.003922,0,0.95,0,0,0,0,1,1,anomaly
0.004903,tcp,ftp,SF,0.000002,0.000441,0,0,0,0.019802,0,1,0,0,0,0,0,0,0,0,0,1,0.001957,0.001957,0,0,0,0,1,0,0,1,0.129412,0.13,0.02,0,0,0,0,0.41,0,anomaly
0,tcp,pm_dump,SF,0.000001,0.000143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007828,0.003914,0,0,0.5,0,0.25,0.75,1,1,0.062745,0.06,0.02,0,0,0,0,0.18,0,anomaly
0,tcp,http,SF,0.000004,0.001575,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,0.168627,1,1,0,0.02,0.03,0,0,0,0,normal
0,udp,domain_u,SF,0.000001,0.000082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007828,0.017613,0,0,0,0,1,0,0.44,1,0.964706,0.96,0.01,0,0,0,0,0,0,normal
0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123288,0.123288,1,1,0,0,1,0,0,1,1,1,0,0,0,0.82,0.82,0.15,0.15,anomaly
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479452,0.017613,0,0,1,1,0.04,0.07,0,1,0.035294,0.04,0.08,0,0,0,0,1,1,anomaly
0,tcp,private,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473581,0.011742,0,0,1,1,0.02,0.06,0,1,0.023529,0.02,0.07,0,0,0,0,1,1,anomaly
0,icmp,ecr_i,SF,0.000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.176471,0.109804,0.62,0.04,0.62,0,0,0,0.02,0,anomaly
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228963,0.021526,0,0,1,1,0.09,0.06,0,1,0.043137,0.04,0.06,0,0,0,0,1,1,anomaly
0,tcp,http,SF,0.000003,0.001694,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.04501,0.062622,0,0,0,0,1,0,0.12,1,1,1,0,0,0,0,0,0,0,normal
0.000017,tcp,telnet,RSTO,0,0.000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.017613,0,0,1,0.56,1,0,0.56,0.254902,0.32549,0.32,0.08,0.02,0.02,0,0,0.91,0.72,anomaly
0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023483,0.023483,1,1,0,0,1,0,0,1,0.960784,0.96,0.01,0,0,0.14,0.15,0.56,0.59,anomaly
0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201566,0.201566,1,1,0,0,1,0,0,1,1,1,0,0,0,0.54,0.54,0.44,0.44,anomaly
0,tcp,telnet,S3,0,0.000033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,1,1,0,0,1,0,0,1,0.470588,0.47,0.48,0,0,0.36,0.77,0.47,0.02,anomaly
0,tcp,http,SF,0.000003,0.00117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.003914,0,0,0,0,1,0,1,0.015686,0.023529,1,0,0.25,0.33,0,0,0,0,normal
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244618,0.019569,0,0,1,1,0.08,0.06,0,1,0.039216,0.04,0.06,0,0,0,0,1,1,anomaly
0.000017,tcp,smtp,SF,0.000041,0.000194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.005871,0.005871,0,0,0,0,1,0,0,1,0.968627,0.97,0.04,0,0,0,0,0.03,0,anomaly
0,udp,domain_u,SF,0.000001,0.000095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279843,0.436399,0,0,0,0,1,0,0.01,1,1,1,0,0,0,0,0,0,0,normal
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201566,0.001957,0,0,1,1,0.01,0.55,0,0.423529,0.003922,0.01,0.53,0.95,0,0,0,0.95,1,anomaly
0,udp,other,SF,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.821918,0.001957,0,0,0,0,0,1,0,1,0.003922,0,1,1,0,0,0,0,0,anomaly
0,tcp,ftp_data,SF,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.196078,0.2,0.03,0.2,0,0.29,0,0.02,0,anomaly
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518591,0.023483,1,1,0,0,0.05,0.06,0,1,0.047059,0.05,0.07,0,0,1,1,0,0,anomaly
0,tcp,http,SF,0.000003,0.001262,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.062622,0,0,0,0,1,0,0.06,0.780392,0.623529,0.8,0.03,0.01,0,0,0,0.01,0,normal
0.000035,tcp,smtp,SF,0.000013,0.000246,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001957,0.003914,0,0,0,0,1,0,1,0.254902,0.745098,0.75,0.05,0.02,0.01,0,0,0,0,normal
0,icmp,ecr_i,SF,0.000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.808219,0.808219,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,anomaly
0,icmp,ecr_i,SF,0.000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626223,0.626223,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,anomaly
0,udp,private,SF,0.000002,0.000078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,1,0.992157,0.99,0.01,0,0,0,0,0,0,anomaly
